,Unnamed: 0,sk_id,clean_comments,comment_lemma
414,415,1000414.0,DE ALARMERENDE BESMETTINGS C19 CIJFERS IS FRAUDE the MISINFORMATION all from DAY ONE naar de burgers ik wist het al in een vroeg stadium van medici en specialisten dus ALLE regeringen MOETEN DIT BEWUST WETEN EN uit de ONBETROUWBARE toegenomen RT-PCR TESTEN dat het REAGEERT op GENETISCH MATRIAAL en OUDE INFECTIES.. waar de DE MAKER Dr Kary B Mullis die vorig jaar op 74 jaar Is overleden had AANGEGEVEN: that the biochemist regarded the PCR as INAPPROPRIATE to DETECT a VIRAL INFECTION. YOU CAN NOT USE THE RT-PCR TEST FOR DIAGNOSING A VIRAL OR BACTERIAL OR ANY OTHER INFECTIOUS TYPE OF PATHOLOGY ..en daardoor met de VALSE POSITIEVEN SPECIFICITEIT NIET BESMETTELIJK dus de cijfers JUIST meer en MEER LATEN STIJGEN als pssst..en BESTEMPELT door professor hoogleraar IMMUNOLOGIE Pierre Capel dat de ziekenhuis opnamens en sterfte JUIST NIET ALARMEREND voor een LOCKDOWN maar gewoon LAAG NORMAAL zijn in deze tijden MET de BESTAANDE VIRUSSEN waarin de SARS-COV-2 NIET uitzonderlijk GEVAARLIJK IS met een mortaliteit 0.2 wat gelijk Is aan een milde VIRUS a common cold NA MEI was het NIET MEER AANWEZIG gewoon FOETSIE IS denk even in dat je in de zomer door een experiment gedragsmanipulatie hebt laten gebruiken ..dan NU MET de RINOVIRUS ENTEROVIRUS praktisch NIET NAUWELIJKS voorkomt grafiek RIVM en dan de VRAAG waarom de CRISIS BEDREIGING maar VOORT MOET DUREN .. dan zich toch GEWETENLOOS BEWUST SCHULDIG maakt A CRIME AGAINST HUMANITY en STRAFBAAR in de WET om ONZE GEZONDHEID maar zien VERDER ZIEN TE WILLEN SCHADEN DIT IS waaraan de REGERINGEN zich SCHULDIG MAKEN aan ANGST DEPRESSIE VERLIES van LEVENS en WERK en ALLE ANDERE DESASTREUZE zaken EN daarom ALLANG NIET MEER OVERDREVEN met dit MARK XISTISCH FASCISTISCH BEWIND EN MEDEPLICHTIGE NSB RS HIER TEGEN ONS BURGERS VRIJHEIDSROVENDE EXPERIMENTELE GEDRAGSMANIPULERENDE DICTATUUR MAATREGELEN HANTEREN dat TEGEN iedere LOGICA en WETENSCHAP MENSENRECHTEN INGAAN en daarom REDEN GENOEG IS voor een NEURENBURG II PROCES,DE alarmerende besmetting C19 cijfer IS fraude the MISINFORMATION all from DAY ONE naar de burger ik weten het al in een vroeg stadium van medicus en specialist dus al regering moeten dit bewust weten EN uit de ONBETROUWBARE toenemen RT-PCR testen dat het REAGEERT op GENETISCH MATRIAAL en oud infectie.. waar de DE maker Dr.Kary B Mullis die vorig jaar op 74 jaar Is overlijden hebben aangeven: that the biochemist regarded the PCR as INAPPROPRIATE to DETECT a VIRAL INFECTION. YOU CAN not USE THE RT-PCR test FOR diagnosing A VIRAL OR BACTERIAL OR ANY OTHER INFECTIOUS TYPE OF PATHOLOGY ..en daardoor met de VALSE POSITIEVEN SPECIFICITEIT niet besmettelijk dus de cijfer JUIST veel en veel laten stijgen als pssst..en bestempelen door professor hoogleraar IMMUNOLOGIE Pierre Capel dat de ziekenhuis opnamens en sterfte JUIST niet alarmeren voor een LOCKDOWN maar gewoon laag normaal zijn in deze tijd met de bestaan virus waarin de SARS-COV-2 niet uitzonderlijk gevaarlijk IS met een mortaliteit 0.2 wat gelijk Is aan een mild virus a common cold NA MEI zijn het niet veel aanwezig gewoon foetsie IS denken even in dat je in de zomer door een experiment gedragsmanipulatie hebben laten gebruiken ..dan NU met de RINOVIRUS ENTEROVIRUS praktisch niet nauwelijks voorkomen grafiek RIVM en dan de vragen waarom de crisis bedreiging maar VOORT moeten duren .. dan zich toch GEWETENLOOS bewust schuldig maken A crime against HUMANITY en strafbaar in de wet om ons gezondheid maar zien ver zien TE willen schaden dit IS waaraan de regering zich schuldig maken aan angst DEPRESSIE VERLIES van leven en werk en al ander desastreus zaak EN daarom allang niet veel overdreven met dit MARK XISTISCH FASCISTISCH bewind EN medeplichtig NSB RS hier tegen ons burger vrijheidsrovende experimenteel gedragsmanipulerende dictatuur maatregel hanteren dat tegen ieder LOGICA en WETENSCHAP mensenrecht ingaan en daarom rijden genoeg IS voor een NEURENBURG II proces
415,416,1000415.0,Tja nu gebruikt men het afzeggen van behandeling van andere ziektes als rechtvaardiging.... Men zoekt redenen om de angst te rechtvaardigen. Dat is een bekend fenomeen in de psychologie. De angst regeert.,tja nu gebruiken men het afzeggen van behandeling van ander ziekte als rechtvaardiging.... men zoeken reden om de angst te rechtvaardigen. dat is een bekend fenomeen in de psychologie. De angst regeren.
416,417,1000416.0,Zelfs de koning weet dat corona niet gevaarlijk is gaat gewoon op vakantie naar griekenland haha,zelfs de koning weten dat corona niet gevaarlijk is gaan gewoon op vakantie naar griekenland haha
417,418,1000417.0,Wat is dit nou man dus na 8 uur mag je geen alcohol Meer kopen Waar slaat dit nou weer op wat heeft dat met corona te maken dit is puur vrijheid ontnemen Als ik een biertje Wil Halen om 8 uur haal ik een fuckin biertje niet dat ik drink dus voor mij maakt het niet uit Maar wat is dit nou Dan waar gaat dit naar toe man,wat is dit nou man dus na 8 uur mogen je geen alcohol veel kopen waar slaan dit nou weer op wat hebben dat met corona te maken dit is puur vrijheid ontnemen als ik een bier willen Halen om 8 uur halen ik een fuckin bier niet dat ik drinken dus voor mij maken het niet uit maar wat is dit nou dan waar gaan dit naar toe man
418,419,1000418.0,De griep is anders het geeft nog ruimte cov19 niet het blijft een uitgelekte biologische wapen waar we voor moeten uitkijken zij is verrassend nieuw voor ons imumsysteem die het niet kan verwerken. Na een griep functioneren we weer gewoon maar niet na cov19. Aanpassing en verandering zijn noodzakelijk maar ook in de overheid We zijn geen schapen en ook geen melk koeien Maar burgers uit 2020 kom ons tegemoet met gedachten van 2020 en bezuinig ons niet weg naar 1920 ,De griep is anders het geven nog ruimte cov19 niet het blijven een uitlekken biologisch wapen waar we voor moeten uitkijken zij is verrassen nieuw voor ons imumsysteem die het niet kunnen verwerken. Na een griep functioneren we weer gewoon maar niet na cov19. aanpassing en verandering zijn noodzakelijk maar ook in de overheid We zijn geen schaap en ook geen melk koe maar burger uit 2020 komen ons tegemoet met denken van 2020 en bezuinig ons niet weg naar 1920 
419,420,1000419.0,wie gelooft dit nou nog man man man man Peppie en kokkie,wie geloven dit nou nog man man man man Peppie en kokkie
420,421,1000420.0,Dit allemaal is toch gewoon de schuld van Rutte Hij heeft toch 1100 ic bedden afgeschaft Er zijn in de afgelopen 7 maanden toch geen ic bedden bij gekomen Wat hij fout heeft gedaan daar moeten wij nu voor boeten..,dit allemaal is toch gewoon de schuld van Rutte hij hebben toch 1100 ic bed afschaffen Er zijn in de aflopen 7 maand toch geen ic bed bij komen wat hij fout hebben doen daar moeten wij nu voor boeten..
421,422,1000421.0,mortaliteit cijfer is 0.13 en zelfs dat getal haalt deze enge mensen niet uit deze waanzin. Waarom blijven ze maar kijken naar de PCR test uitslagen die je daar niet eens voor mag gebruiken,mortaliteit cijfer is 0.13 en zelfs dat getal halen deze eng mens niet uit deze waanzin. waarom blijven ze maar kijken naar de PCR test uitslag die je daar niet eens voor mogen gebruiken
422,423,1000422.0,die identieke kostuumpjes ....................... ,die identiek kostuum ....................... 
423,424,1000423.0,Of hele lockdown of niet geen halve dit meer,Of heel lockdown of niet geen half dit veel
424,425,1000424.0,Over de mondkapjes Welke definitie van Publieke ruimte hanteert het kabinet Rutte zegt er achteraan wanneer je het theater inloopt maar dat theater/bioscoop/concertzaaltje/club is van iemand. Niet van de staat. Dus valt dat onder Publieke ruimte Volgens sommige definities vallen Publieke ruimte en Openbare ruimte onder 1 noemer. Maar Openbare ruimte zijn ruimtes die vallen onder een overheid,over de mondkap welk definitie van publiek ruimte hanteren het kabinet Rutte zeggen er achteraan wanneer je het theater inlopen maar dat theater/bioscoop/concertzaal/club is van iemand. niet van de staan. dus vallen dat onder publiek ruimte volgens sommig definitie vallen publiek ruimte en openbaar ruimte onder 1 noemer. maar openbaar ruimte zijn ruimte die vallen onder een overheid
425,426,1000425.0,IFR: mensen onder de 70 jaar: 0 05 alle mensen: 0 23. Het is dus geen pandemie,IFR: mens onder de 70 jaar: 0 05 al mens: 0 23. het is dus geen pandemie
426,427,1000426.0,Wat een ontzettend slecht verhaal,wat een ontzettend slecht verhaal
427,428,1000427.0,Wat nou als de hele wereld dicht wordt gegooit voor 2 weken En voedsel deelt het leger in die tijd uit. Iedereen binnen blijven. Dit zal impact op de economie hebben maar misschien minder dan de aanpak die we nu doen. Ook psychologisch zal 2 weken geen contact minder erg zijn dan wat we nu doen. ,wat nou als de heel wereld dicht worden gegooit voor 2 week En voedsel delen het leger in die tijd uit. iedereen binnen blijven. dit zullen impact op de economie hebben maar misschien minder dan de aanpak die we nu doen. ook psychologisch zullen 2 week geen contact minder erg zijn dan wat we nu doen. 
428,429,1000428.0,Ze kunnen het aantal mensen wat je in huis haalt helemaal niet handhaven. De politie legt het nml bij de BOA s van de gemeente neer en die hebben geen enkele bevoegdheid je huis te betreden. Dus mensen laat jullie niks wijsmaken door deze twee NSB ers. Ik ga binnenkort emigreren en ga mijn zoons verjaardag onvergetelijk maken en geloof mij niet met 3 stuks visite. Daaag de Jonge en Flutte,Ze kunnen het aantal mens wat je in huis halen helemaal niet handhaven. De politie leggen het nml bij de BOA s van de gemeente neer en die hebben geen enkel bevoegdheid je huis te betreden. dus mens laten jullie niks wijsmaken door deze twee NSB er. Ik ga binnenkort emigreren en ga mijn zoon verjaardag onvergetelijk maken en geloven mij niet met 3 stuk visite. daaag de Jonge en Flutte
429,430,1000429.0,Het idee is er de uitvoering niet. Bijv. mondkapjes op scholen je moet ze op in de gang en pauze maar het is wetenschappelijk bewezen en tevens gezegd door experts dat die niet werken als je ze telkens op en af doet. Ik begrijp dat ze door dit soort maatregelen dit virus willen stoppen maar mensen die in de horeca werken gaan op deze manier failliet/verliezen hun baan ik begrijp niet waarom Walibi dan wel open mag blijven. Deze comments zijn verder ook wel entertaining moet ik je zeggen ,het i.e. is er de uitvoering niet. Bijv. mondkap op school je moeten ze op in de gang en pauze maar het is wetenschappelijk bewijs en tevens zeggen door expert dat die niet werken als je ze telkens op en af doen. Ik begrijpen dat ze door dit soort maatregel dit virus willen stoppen maar mens die in de horeca werken gaan op deze manier failliet/verlies hun baan ik begrijpen niet waarom Walibi dan wel open mogen blijven. deze comments zijn ver ook wel entertaining moeten ik je zeggen 
430,431,1000430.0,Ik sprak vandaag een boa en ze weet niet eens wat er achter zit. Ik heb haar eens verteld dat ze onderzoek moest doen naar agenda who en nwo.,Ik spreken vandaag een boa en ze weten niet eens wat er achter zitten. Ik hebben haar eens vertellen dat ze onderzoek moeten doen naar agenda who en nwo.
431,432,1000431.0,De routekaart is mooi middel voor vrijheid repressie het verzet groeit met de dag,De routekaart is mooi middel voor vrijheid repressie het verzet groeien met de dag
432,433,1000432.0,Als allochtoon vertrouw ik nooit voor 100 de zorg of de samenleving nu mijd ik ook elke persoon die geen afstand bewaart als de pest want me moeder is kwetsbaar. Ik wil graag weten hoeveel van de doden migranten achtergrond heeft toeval dat het in dezelfde jaar valt als de donorwet,als allochtoon vertrouwen ik nooit voor 100 de zorg of de samenleving nu mijden ik ook elk persoon die geen afstand bewaren als de pest want me moeder is kwetsbaar. Ik willen graag weten hoeveel van de dood migrant achtergrond hebben toeval dat het in dezelfde jaar vallen als de donorwet
433,434,1000433.0,Nou vanaf nu zijn we een communistisch land want wederom ligt het accent op het opleggen van sociale gedragsregels ipv informatie verschaffen over het virus cq China-virus zelf.,nou vanaf nu zijn we een communistisch land want wederom liggen het accent op het opleggen van sociaal gedragsregel ipv informatie verschaffen over het virus cq China-virus zelf.
434,435,1000434.0,wajowwww gwn Markieee 1 op trending .. knap hoorrr,wajowwww gwn Markieee 1 op trending .. knap hoorrr
435,436,1000435.0,Iedereen word wakker Elk jaar hebben we te maken met virussen 2016 meer dan 9000 doden ook door virussen maar niemand die zich er druk om maakte,iedereen worden wakke elk jaar hebben we te maken met virus 2016 veel dan 9000 dood ook door virus maar niemand die zich er druk om maken
436,437,1000436.0,13:43 I love that. Do you love me,13:43 I love that. Do you love me
437,438,1000437.0,I am surprised with the questions of the press and the answers from Rutte it looks really staged and rehearsed,I am surprised with the questions of the press and the answers from Rutte it.looks really staged and rehearsed
438,439,1000438.0,Kom maar op met die comments. Het lezen van de comments is 1 van mijn dingen die ik doe terwijl ik thuis zit. Heerlijk man.,komen maar op met die comments. het lezen van de comments is 1 van mijn ding die ik doen terwijl ik thuis zitten. heerlijk man.
439,440,1000439.0,Rusland 22.000 in voetbal stadion CHINA groot feest wuhan Wit Rusland geen maatregelen En wij zijn een vrije democratie,Rusland 22.000 in voetbal stadion CHINA groot feest wuhan Wit Rusland geen maatregel En wij zijn een vrij democratie
440,441,1000440.0,De eerste zin klopte meteen al niet. Ik ken niemand in mijn vriendenkring en mijn vrienden kennen ook niemand in hun vriendenkring met dergelijk schrijnende verhalen. Misschien moet ik toch meer bevriend raken met lichamelijk kwetsbaardere mensen,De een zin kloppen meteen al niet. Ik kennen niemand in mijn vriendenkring en mijn vriend kennen ook niemand in hun vriendenkring met dergelijk schrijnen verhaal. misschien moeten ik toch veel bevriend raken met lichamelijk kwetsbaar mens
441,442,1000441.0,Maar het zal er echt niet eerder zijn dan in de eerste maanden van 2020 23:00tot23:20 Hugo tje loopt een paar maanden achter haha ah ja kan gebeuren. Ik heb zo n idee dat deze pandemie nog best lang gaat aanhouden dan praat ik over jaren Pffff gedoe man,maar het zullen er echt niet eerder zijn dan in de een maand van 2020 23:00tot23:20 Hugo tje lopen een paar maand achter haha ah ja kunnen gebeuren. Ik hebben zo n i.e. dat deze pandemie nog best lang gaan aanhouden dan praten ik over jaar pffff gedoe man
442,443,1000442.0,Is dit waarom de je nu 100km/u moet rijden omdat er misschien dan minder verkeers ongevallen ontstaan ivm geen plek in de ziekenhuizen ik mag hopen dat we na de corona weer 120km/u mogen rijden want ik ben het wel een beetje zat allemaal,Is dit waarom de je nu 100km/u moeten rijden omdat er misschien dan minder verkeers ongeval ontstaan ivm geen plek in de ziekenhuis ik mogen hopen dat we na de corona weer 120km/u mogen rijden want ik zijn het wel een beet zitten allemaal
443,444,1000443.0,Rubberenrutteketut de rots in onze economie Gekozen door de Nederlandse burgers en daarna in de rug gestoken Iedereen schijnt zijn leugens te accepteren daarom zit hij er nog steeds,Rubberenrutteketut de rots in ons economie kiezen door de nederlands burger en daarna in de rug steken iedereen schijnen zijn leugen te accepteren daarom zitten hij er nog steeds
444,445,1000444.0,Mensen worden gewoon van elkaar vervreemd en iedereen gaat eenzaam worden echt erg dit,mens worden gewoon van elkaar vervreemden en iedereen gaan eenzaam worden echt erg dit
445,446,1000445.0,Geen reacties En wel duizenden duimpjes. Kan niet kloppen. Verklaart wel waarom op dit moment het aantal duimpjes omhoog nog hoger is maar dat zal niet lang meer duren.,geen reactie En wel duizend duim. kunnen niet kloppen. verklaren wel waarom op dit moment het aantal duim omhoog nog hoog is maar dat zullen niet lang veel duren.
446,447,1000446.0,Ahahaha likes zijn sws gekocht Propaganda Journaal,Ahahaha likes zijn sw kopen propaganda journaal
447,448,1000447.0,Rutte gaat hangen met zijn vriendjes aan de hoogste boom sta op mensen Ga nadenken.,Rutte gaan hangen met zijn vriend aan de hoog boom staan op mens Ga nadenken.
448,449,1000448.0,Dit sloeg weer heerlijk nergens op. Die man spreekt zichzelf constant tegen. Zou bijna denken dat hij verstandelijk beperkt is Meeste besmettingen vinden thuis plaats dus we moeten meer thuis zitten,dit slaan weer heerlijk nergens op. die man spreken zichzelf constant tegen. zullen bijna denken dat hij verstandelijk beperken is veel besmetting vinden thuis plaats dus we moeten veel thuis zitten
449,450,1000449.0,Waar is hun moraal kompas had weken eerder gemoeten maar nee hun denken doodgaan is ook gaan.,waar is hun moraal kompas hebben week eerder moeten maar nee hun denken doodgaan is ook gaan.
450,451,1000450.0,Kunnen we al die maatregelen niet gewoon afschaffen,kunnen we al die maatregel niet gewoon afschaffen
451,452,1000451.0,Gezichtsbedekking religieus verboden in openbare ruimtes. 300euro boete 6maanden later : gezichtbedekking verplicht in openbareruimtes Krommee wereldd. Politieke agenda.,gezichtsbedekking religieus verbieden in openbaar ruimte. 300euro boete 6maanden laten : gezichtbedekking verplichten in openbareruimte Krommee wereldd. politiek agenda.
452,453,1000452.0,Groepsimuniteit is geen strategie maar een biologische realiteit. Je kunt je er niet tegen verzetten met je wijsneusvingertje. ,groepsimuniteit is geen strategie maar een biologisch realiteit. Je kunnen je er niet tegen verzetten met je wijsneusvinger. 
